player,age,dob,height_cm,club,rating
David Rocha,34,07/02/1985,179,Extremadura UD,67
A. Nalini,29,20/06/1990,180,Crotone,67
M. Bagayoko,29,31/12/1989,175,Côte d'Ivoire,67
T. D'Orazio,29,03/05/1990,185,Cosenza,67
Fepe Avedo,31,29/02/1988,184,Bahia,67
Mateus Tangil,31,29/02/1988,189,CSA - AL,67
Traeira Lopes,27,29/02/1992,192,Goiás,67
Claytisco Branco,35,29/02/1984,184,Santos,67
Chris Farminhão,35,29/02/1984,187,Grêmio,67
Welson Leima,35,29/02/1984,177,Botafogo,67
Renan Tojeiras,35,29/02/1984,179,Avaí FC,67
Nuno Cedrim,27,29/02/1992,181,Goiás,67
Estevãtinho,27,29/02/1992,178,Fluminense,67
Gustavo Pastinho,27,29/02/1992,183,Internacional,67
Míchel Zabaco,30,06/02/1989,186,SD Ponferradina,67
Rafael de Aseiro,27,29/02/1992,190,Avaí FC,67
Kaio Aldair,27,29/02/1992,175,Fortaleza,67
Breno Laranjeiro,31,29/02/1988,181,Ceará Sporting Club,67
Melvin Regalito,27,29/02/1992,182,Atlético Paranaense,67
Wilsson Rosito,35,29/02/1984,180,Fortaleza,67
F. Mercado,29,01/06/1990,174,Deportivo Cali,67
J. Viveros,27,28/04/1992,170,América de Cali,67
F. Bejan,28,28/03/1991,187,Dinamo Bucureşti,67
T. Ugajin,31,23/03/1988,172,Urawa Red Diamonds,67
T. Aoki,29,16/09/1989,179,Urawa Red Diamonds,67
T. Takagi,28,25/05/1991,170,Cerezo Osaka,67
H. Mita,28,14/09/1990,173,FC Tokyo,67
Ramon Lopes,29,07/08/1989,185,Vegalta Sendai,67
T. Hayashi,36,09/08/1982,188,Sanfrecce Hiroshima,67
H. Fujiharu,30,28/11/1988,175,Gamba Osaka,67
K. Omori,27,28/04/1992,170,FC Tokyo,67
S. Nagasawa,30,25/08/1988,192,Vegalta Sendai,67
Y. Yoshida,29,17/02/1990,168,Nagoya Grampus,67
Y. Maruyama,30,16/06/1989,184,Nagoya Grampus,67
D. Nishi,31,28/08/1987,176,Vissel Kobe,67
A. Nakamura,28,13/09/1990,174,Kashima Antlers,67
N. Fujita,32,22/06/1987,176,Cerezo Osaka,67
K. Taketomi,28,23/09/1990,173,Urawa Red Diamonds,67
A. Mbekile,32,01/11/1986,172,Orlando Pirates,67
F. Saucedo,29,15/03/1990,173,Bolivia,67
Ricardo Alves,28,09/05/1991,181,CD Tondela,67
Tomás Nuninho,35,29/02/1984,189,Santos,67
Welliton Helmes,31,29/02/1988,172,Internacional,67
J. Christjansen,31,29/12/1987,182,Lyngby BK,67
G. Mastinu,27,09/10/1991,175,Spezia,67
Fred Soidares,35,29/02/1984,190,Fortaleza,67
Frederico Rendel,31,29/02/1988,181,Cruzeiro,67
Alex Doneiro,31,29/02/1988,175,Atlético Mineiro,67
Claudio Silbeiro,35,29/02/1984,182,Atlético Paranaense,67
Venanzio Meirás,31,29/02/1988,184,Chapecoense,67
Vinícius,29,21/02/1990,184,Hungary,67
J. Opoku,29,18/04/1990,187,VVV-Venlo,67
M. Heider,33,18/05/1986,187,VfL Osnabrück,67
P. Herrmann,31,16/03/1988,180,SV Darmstadt 98,67
C. Andriamahitsinoro,29,06/07/1989,176,Al Adalah,67
O. Dytyatev,30,07/11/1988,196,Cracovia,67
T. Gjertsen,27,12/03/1992,175,Kristiansund BK,67
O. Sangante,28,01/02/1991,188,La Berrichonne de Châteauroux,67
J. Sandoval,32,25/06/1987,179,Argentinos Juniors,67
S. Jovanović,27,15/12/1991,176,Al Fateh,67
R. Blanco,29,20/06/1990,163,CD Antofagasta,67
X. Mlambo,28,24/06/1991,170,Orlando Pirates,67
F. Pereyra,30,04/01/1989,185,CD Huachipato,67
A. Turgeman,28,09/06/1991,178,FK Austria Wien,67
K. Behrens,28,03/02/1991,184,SV Sandhausen,67
Romera,31,08/09/1987,176,UD Almería,67
Paulo Vítor,30,21/11/1988,195,Rio Ave FC,67
Paulinho,30,26/01/1989,177,Matsumoto Yamaga,67
M. Abdulrahman,30,04/02/1989,173,Al Ain FC,67
J. Segovia,30,21/03/1989,185,América de Cali,67
G. Costa,29,02/04/1990,171,Colo-Colo,67
T. Mabunda,31,17/04/1988,180,South Africa,67
A. Russell,31,21/11/1987,188,Hebei China Fortune FC,67
I. Larie,32,16/01/1987,191,Gaz Metan Mediaş,67
G. Vașvari,32,13/11/1986,179,Sepsi OSK,67
Romário Pires,30,16/01/1989,181,FC Hermannstadt,67
T. Jaques,31,29/03/1988,182,FC Chambly Oise,67
R. Chamseddine,28,15/09/1990,191,Damac FC,67
R. Zamponi,32,15/07/1986,187,Arsenal de Sarandí,67
E. Cérica,32,20/10/1986,183,Arsenal de Sarandí,67
M. Guerreyro,31,22/06/1988,178,Ecuador,67
J. Breitez,33,18/08/1985,174,Ecuador,67
A. Cissé,29,15/05/1990,180,Al Adalah,67
K. Suzuki,29,25/07/1989,178,Cerezo Osaka,67
J. Sands,18,06/07/2000,180,New York City FC,66
J. Doku,17,27/05/2002,171,RSC Anderlecht,66
R. Matondo,18,09/09/2000,175,FC Schalke 04,66
Y. Adli,18,29/07/2000,186,FC Girondins de Bordeaux,66
A. Marin,18,09/01/2001,182,Dinamo Zagreb,66
A. Plizzari,19,11/03/2000,187,Livorno,66
O. Solet,19,07/02/2000,192,Olympique Lyonnais,66
S. van den Berg,17,20/12/2001,194,Liverpool,66
D. Jastrzembski,19,20/02/2000,177,Hertha BSC,66
G. Tsitaishvili,18,18/11/2000,171,Dynamo Kyiv,66
N. Armini,18,07/03/2001,185,Lazio,66
Tiago Djaló,19,09/04/2000,190,LOSC Lille,66
R. Guitane,20,26/05/1999,170,Stade Rennais FC,66
Pedro Neto,19,09/03/2000,172,Wolverhampton Wanderers,66
J. Ferreira,18,24/12/2000,173,FC Dallas,66
Eric García,18,09/01/2001,182,Manchester City,66
I. Diveev,19,27/09/1999,193,PFC CSKA Moscow,66
L. Traoré,18,12/01/2001,183,Ajax,66
T. Sandoval,20,30/03/1999,185,Club Atlético Colón,66
F. Medina,20,28/05/1999,180,Club Atlético Talleres,66
M. Sylla,19,25/11/1999,181,AS Monaco,66
Miguel,19,03/09/1999,180,Real Valladolid CF,66
Sergio López,20,08/04/1999,179,Real Madrid,66
A. Gaich,20,26/02/1999,190,San Lorenzo de Almagro,66
José Gomes,20,08/04/1999,178,Portimonense SC,66
D. Kutesa,21,06/12/1997,176,FC St. Gallen,66
M. Coulibaly,20,03/02/1999,183,Udinese,66
Jeong Woo Yeong,19,20/09/1999,179,SC Freiburg,66
C. Capone,20,28/04/1999,183,Perugia,66
C. Gomes,18,23/07/2000,180,Manchester City,66
Robert,18,06/01/2001,178,Real Betis,66
Show,20,06/03/1999,180,Os Belenenses,66
B. Enobakhare,21,18/05/1998,179,Wigan Athletic,66
Pepelu,20,11/08/1998,185,CD Tondela,66
M. Browne,21,18/12/1997,179,Middlesbrough,66
J. Maja,20,27/12/1998,180,FC Girondins de Bordeaux,66
J. Hastie,20,18/03/1999,181,Rangers FC,66
M. Léris,21,23/05/1998,186,Sampdoria,66
L. Geertruida,18,18/07/2000,180,Feyenoord,66
T. Buitink,19,14/06/2000,174,Vitesse,66
I. Meslier,19,02/03/2000,196,Leeds United,66
M. Camara,21,28/08/1997,193,BSC Young Boys,66
D. Hancko,21,13/12/1997,188,Sparta Praha,66
D. Acosta,21,17/11/1997,180,Orlando City SC,66
M. Dimun,22,19/09/1996,186,Cracovia,66
A. Bongiovanni,19,20/09/1999,170,KSV Cercle Brugge,66
R. Majecki,19,16/11/1999,191,Legia Warszawa,66
F. Götze,21,11/02/1998,185,FC Augsburg,66
M. Tavernier,20,22/03/1999,177,Middlesbrough,66
D. Mihailovic,20,10/11/1998,178,Chicago Fire,66
R. Bushiri,19,30/11/1999,187,Blackpool,66
G. Poussin,20,13/01/1999,184,FC Girondins de Bordeaux,66
Pedro Gonçalves,21,28/06/1998,173,Famalicão,66
J. Cacciabue,21,24/01/1998,173,Newell's Old Boys,66
J. Ekkelenkamp,19,05/04/2000,183,Ajax,66
W. Burger,18,16/02/2001,190,Feyenoord,66
R. Vodišek,20,05/12/1998,187,Genoa,66
Javi Fernández,21,03/08/1997,195,Real Oviedo,66
Cristo González,21,14/10/1997,178,SD Huesca,66
J. Dasilva,20,23/10/1998,185,Brentford,66
Kim Dae Won,22,10/02/1997,171,Daegu FC,66
C. Pickel,22,15/05/1997,184,Grenoble Foot 38,66
O. Richards,20,11/09/1998,171,Reading,66
N. Venema,20,09/04/1999,181,FC Utrecht,66
N. Guerra,20,09/01/1999,174,Universidad de Chile,66
I. Lapshov,20,01/05/1999,188,Lokomotiv Moscow,66
L. Czyborra,20,03/05/1999,178,Heracles Almelo,66
I. Saavedra,20,12/01/1999,173,Universidad Católica,66
Víctor,22,01/01/1997,180,Real Valladolid CF,66
Salva,21,21/01/1998,184,Spezia,66
Richard Rodrigues,19,11/10/1999,176,CD Tondela,66
Adrián Carrasco,21,01/01/1998,178,Rayo Vallecano,66
R. Ledson,21,19/08/1997,181,Preston North End,66
Kuki Zalazar,21,05/05/1998,176,Real Valladolid CF,66
W. Harding,22,20/10/1996,181,Birmingham City,66
O. Rodríguez,22,10/09/1996,175,Club León,66
F. Troyansky,22,03/06/1997,178,Unión de Santa Fe,66
C. Itten,22,27/12/1996,189,FC St. Gallen,66
A. Diawusie,21,12/02/1998,179,FC Ingolstadt 04,66
C. Cuesta,20,09/03/1999,178,KRC Genk,66
R. Tarifeño,22,06/09/1996,170,CD Palestino,66
L. Travis,21,16/10/1997,176,Blackburn Rovers,66
Viti Rozada,21,16/09/1997,170,Real Oviedo,66
G. Crociata,21,11/08/1997,174,Crotone,66
D. Mitchell,22,11/01/1997,181,Manchester United,66
M. Bakker,19,20/06/2000,184,Paris Saint-Germain,66
J. Godínez,22,20/01/1997,183,Club León,66
J. Amon,20,04/04/1999,175,FC Nordsjælland,66
C. Núñez,21,20/09/1997,166,Vélez Sarsfield,66
A. Antilef,20,20/07/1998,170,Arsenal de Sarandí,66
V. Costache,20,02/08/1998,176,CFR Cluj,66
Pedro Pelágio,19,21/04/2000,181,Clube Sport Marítimo,66
Y. Zahary,20,08/10/1998,190,Stade Malherbe Caen,66
K. Hachadi,21,03/05/1998,190,Vitória de Setúbal,66
L. Díaz,20,06/12/1998,180,Columbus Crew SC,66
Douglas Aurélio,20,27/03/1999,183,Os Belenenses,66
Gandoy,20,13/04/1999,177,Deportivo de La Coruña,66
Z. Bytyqi,22,11/09/1996,176,Viking FK,66
U. Jenssen,22,17/07/1996,186,FC Nordsjælland,66
G. Vadalá,22,08/02/1997,168,Deportes Tolima,66
T. Walker,22,17/10/1996,179,Lincoln City,66
R. Kongolo,21,09/01/1998,187,SC Heerenveen,66
Estrela,23,22/09/1995,173,CD Aves,66
C. Lobos,22,21/02/1997,173,Universidad Católica,66
B. Osayi-Samuel,21,31/12/1997,175,Queens Park Rangers,66
L. Escorcia,22,09/08/1996,186,Jaguares de Córdoba,66
G. Panico,22,10/05/1997,171,Cittadella,66
R. Becker,22,18/01/1997,183,Eintracht Braunschweig,66
A. Da Cruz,22,18/01/1997,184,Ascoli,66
P. Ghiglione,22,02/02/1997,187,Genoa,66
M. Poaty,21,15/07/1997,177,En Avant de Guingamp,66
João Costa,23,02/02/1996,185,CD Mirandés,66
Y. Hurtado,22,14/12/1996,170,Alianza Petrolera,66
N. Molina,21,06/04/1998,175,Rosario Central,66
S. Ramírez,20,03/11/1998,178,Os Belenenses,66
S. Diarra,20,09/12/1998,173,Le Mans FC,66
A. Gory,22,30/08/1996,182,Le Havre AC,66
F. Ananou,21,20/09/1997,183,FC Ingolstadt 04,66
H. Mendes,21,04/05/1998,184,FC Lorient,66
D. Batty,21,10/12/1997,178,Hull City,66
J. Brown,21,10/04/1998,184,Barnsley,66
R. Niczuly,23,21/09/1995,181,Sepsi OSK,66
C. Vargas,20,14/02/1999,176,Club América,66
M. Wolfram,22,21/02/1997,186,FC Ingolstadt 04,66
Z. Flemming,20,01/08/1998,183,PEC Zwolle,66
T. Hadebe,23,17/09/1995,180,Yeni Malatyaspor,66
M. Thalhammer,21,10/07/1997,190,FC Ingolstadt 04,66
J. Earl,20,24/10/1998,193,Bolton Wanderers,66
F. Onyeka,21,01/01/1998,183,FC Midtjylland,66
F. Barrientos,22,06/03/1997,169,CD Huachipato,66
I. Boonen,20,04/01/1999,178,KV Oostende,66
Diego Barri,23,19/09/1995,188,Albacete BP,66
U. Cardona,20,13/11/1998,177,Club Atlas,66
F. Nadalín,21,19/08/1997,176,Newell's Old Boys,66
A. Harroui,21,13/01/1998,182,Sparta Rotterdam,66
J. Medina,22,30/04/1997,178,New York City FC,66
M. Mihojević,23,21/04/1996,188,FC Erzgebirge Aue,66
E. Cetre,21,01/01/1998,170,Junior FC,66
M. Ndockyt,20,20/07/1998,178,Getafe CF,66
E. Iñíguez,22,01/01/1997,177,Club Atlético Aldosivi,66
Daniel Fuzato,21,04/07/1997,190,Roma,66
K. Osako,19,28/07/1999,186,Sanfrecce Hiroshima,66
A. Bah,21,09/12/1997,183,SønderjyskE,66
Fidalgo,22,09/04/1997,175,Real Madrid,66
Diogo Calila,20,10/10/1998,180,Os Belenenses,66
A. Vigo,20,28/04/1999,175,Club Atlético Colón,66
E. Tapsoba,20,02/02/1999,190,Vitória Guimarães,66
V. Mihăilă,19,02/02/2000,173,Universitatea Craiova,66
S. Galani,21,01/08/1997,174,Coquimbo Unido,66
L. Kilian,19,01/09/1999,190,SC Paderborn 07,66
M. Bennett,22,15/07/1996,178,Derby County,66
D. De Silva,22,06/03/1997,170,Central Coast Mariners,66
F. Cornejo,23,26/12/1995,174,Coquimbo Unido,66
B. Chardonnet,24,22/12/1994,181,Stade Brestois 29,66
J. Rodríguez,23,19/05/1996,177,Central Córdoba,66
F. Okenabirhie,23,25/02/1996,178,Shrewsbury,66
Y. Bnou-Marzouk,23,02/03/1996,180,FC Lugano,66
N. Vergos,23,13/01/1996,183,Panathinaikos FC,66
André Moreira,23,02/12/1995,194,Os Belenenses,66
W. Parra,24,01/03/1995,177,HJK Helsinki,66
J. Moreno,22,22/10/1996,187,Millonarios FC,66
K. Vincent-Young,23,15/03/1996,180,Colchester United,66
G. Dobson,21,15/11/1997,185,Sunderland,66
M. Odjer,22,17/08/1996,170,US Salernitana 1919,66
F. Dimarco,21,10/11/1997,175,Inter,66
J. Segura,22,18/01/1997,187,Club Atlas,66
O. Abildgaard,23,10/06/1996,192,Aalborg BK,66
J. Teunckens,21,30/01/1998,189,Royal Antwerp FC,66
P. Ochs,22,17/04/1997,175,TSG 1899 Hoffenheim,66
H. Alpsoy,22,03/03/1997,185,Antalyaspor,66
T. Ndenge,22,13/06/1997,188,FC Luzern,66
Óscar Pinchi,23,17/06/1996,173,Extremadura UD,66
D. Črnigoj,23,18/11/1995,185,FC Lugano,66
J. Leko,20,24/04/1999,182,Charlton Athletic,66
J. Livolant,21,09/01/1998,176,FC Sochaux-Montbéliard,66
L. Gómez,23,22/03/1996,163,Club Atlético Banfield,66
C. Rivera,23,14/01/1996,184,Deportivo Cali,66
J. Angulo,22,20/02/1997,170,Club Necaxa,66
A. Rossi,22,03/01/1997,183,Castellammare di Stabia,66
C. Nunnely,20,04/02/1999,176,Willem II,66
T. Hübers,22,20/07/1996,190,Hannover 96,66
P. Schmidt,20,22/07/1998,179,Barnsley,66
V. Gheorghe,22,14/02/1997,175,Astra Giurgiu,66
Iban Salvador,23,11/12/1995,173,CF Fuenlabrada,66
D. Rigo,20,11/12/1998,180,Sparta Rotterdam,66
Luis Muñoz,22,23/02/1997,181,Málaga CF,66
D. Raum,21,22/04/1998,180,SpVgg Greuther Fürth,66
A. Bodart,21,11/03/1998,184,Standard de Liège,66
Q. Maceiras,23,10/10/1995,181,FC Sion,66
A. Petre,21,11/02/1998,187,Esbjerg fB,66
J. Gaete,23,21/05/1996,174,CD Cobresal,66
O. Ba,23,11/11/1995,192,Olympiacos CFP,66
Edu Cortina,22,25/09/1996,174,Real Oviedo,66
M. Ristić,23,31/10/1995,183,Montpellier HSC,66
André Sousa,21,26/02/1998,174,Vitória de Setúbal,66
D. Khalid,20,07/02/1999,180,Amiens SC,66
J. Intriago,23,04/06/1996,175,FC Juárez,66
A. Sissoko,22,07/03/1997,178,AS Saint-Étienne,66
R. Guerra,22,21/03/1997,183,Villarreal CF,66
Chuca,22,10/06/1997,181,Wisła Kraków,66
A. Rodríguez,23,21/03/1996,170,Newell's Old Boys,66
E. Kayembe,21,03/06/1998,181,RSC Anderlecht,66
A. Fuenmayor,22,29/08/1996,184,Houston Dynamo,66
S. Icardi,22,13/09/1996,183,Virtus Entella,66
S. Mraz,22,13/05/1997,183,Empoli,66
Y. Diarra,21,24/03/1998,178,FC Red Bull Salzburg,66
J. Monreal,23,01/04/1996,190,Unión La Calera,66
L. Ravanelli,22,06/01/1997,187,US Cremonese,66
R. Prieto,22,25/02/1997,172,Godoy Cruz,66
A. Ciobanu,21,18/01/1998,176,FC Viitorul,66
B. Sam,21,30/07/1997,177,Orlando Pirates,66
H. Rafia,20,22/04/1999,174,Juventus,66
A. Meroni,22,09/01/1997,188,Pisa,66
R. Moreo,23,24/02/1996,188,Cosenza,66
C. Morris,23,16/12/1995,185,Rotherham United,66
C. Dawson,23,07/07/1995,193,Sheffield Wednesday,66
E. Palmer-Brown,22,24/04/1997,186,FK Austria Wien,66
L. Lezzerini,24,24/03/1995,195,Venezia FC,66
S. Szmodics,23,24/09/1995,167,Bristol City,66
M. Njie,23,02/10/1995,185,Odds BK,66
J. Wildsmith,23,28/12/1995,189,Sheffield Wednesday,66
J. Flores,22,28/02/1997,167,CD Antofagasta,66
T. Bishop,22,15/07/1996,178,Ipswich Town,66
J. Ginnelly,22,24/03/1997,173,Preston North End,66
Pedro Chirivella,22,23/05/1997,178,Liverpool,66
G. Byers,23,29/05/1996,180,Swansea City,66
B. Innocent,23,20/01/1996,178,Malmö FF,66
Sergio Gil,23,10/05/1996,183,Extremadura UD,66
L. Page,23,20/05/1996,178,Charlton Athletic,66
Gaspar,21,09/12/1997,165,UD Almería,66
S. Gori,23,09/03/1996,185,Pisa,66
S. Sy,23,12/12/1995,192,AS Monaco,66
I. Chatzitheodoridis,21,05/11/1997,177,Panathinaikos FC,66
Leonardo Lopes,20,30/11/1998,168,Hull City,66
C. Arcus,23,28/06/1996,180,AJ Auxerre,66
D. Reimann,22,18/06/1997,186,Holstein Kiel,66
S. Macías,23,19/06/1996,168,Independiente Medellín,66
J. Ryerson,21,17/11/1997,183,1. FC Union Berlin,66
J. Emmanuel,21,18/08/1997,180,Ipswich Town,66
Sergio Molina,23,18/02/1996,177,Albacete BP,66
A. O'Neill,20,04/07/1998,178,Brisbane Roar,66
E. Reséndez,23,12/01/1996,185,Monterrey,66
M. Pantović,22,07/07/1996,185,VfL Bochum 1848,66
F. Mayembo,23,09/01/1996,184,Le Havre AC,66
F. Moufi,23,05/05/1996,179,CD Tondela,66
J. Ramírez,21,23/11/1997,180,Atlético Nacional,66
Cho Young Wook,20,05/02/1999,178,FC Seoul,66
Q. Laçi,23,19/01/1996,180,AC Ajaccio,66
P. Kammerbauer,22,11/02/1997,174,SC Freiburg,66
S. Balaure,23,06/02/1996,178,Astra Giurgiu,66
F. Venegas,20,16/07/1998,178,Tigres U.A.N.L.,66
G. Gómez,23,04/03/1996,190,Racing Club,66
You Ju An,20,01/10/1998,177,Suwon Samsung Bluewings,66
Bruno Wilson,22,27/12/1996,192,CD Tondela,66
R. Williams,20,03/09/1998,188,Shrewsbury,66
A. Leautey,23,14/04/1996,172,Chamois Niortais Football Club,66
A. Al Khaibari,22,16/08/1996,175,Al Nassr,66
M. Verreth,21,20/02/1998,181,Waasland-Beveren,66
T. Bergmann,22,08/11/1996,181,1. FC Kaiserslautern,66
T. Handwerker,21,19/05/1998,182,1. FC Nürnberg,66
Gonçalo Agrelos,21,18/02/1998,181,Os Belenenses,66
J. Valadéz,23,24/02/1996,179,Monarcas Morelia,66
C. Ezeh,21,02/10/1997,177,Portimonense SC,66
M. Merentiel,23,24/02/1996,176,Godoy Cruz,66
S. Lorenz,22,30/03/1997,187,VfL Bochum 1848,66
A. Mora,21,15/08/1997,190,Deportivo Toluca,66
P. Chato,22,01/12/1996,188,SV Wehen Wiesbaden,66
F. Proia,23,04/02/1996,185,Cittadella,66
Álex Cobo,23,06/07/1995,184,Deportivo de La Coruña,66
Ruster,22,24/08/1996,170,Portimonense SC,66
V. Ghiță,21,04/06/1998,186,FC Viitorul,66
Samuel Dias,19,23/12/1999,175,Gil Vicente FC,66
D. Kerkez,23,20/01/1996,190,Clube Sport Marítimo,66
M. Biteghé,22,01/09/1996,181,Al Adalah,66
L. Thompson,24,19/12/1994,180,Shrewsbury,66
B. Garuccio,24,15/06/1995,174,Heart of Midlothian,66
P. Stolarski,23,28/01/1996,181,Legia Warszawa,66
J. Wilson,23,01/12/1995,183,Aberdeen,66
J. Gammelby,24,05/02/1995,192,Brøndby IF,66
E. Hyndman,23,09/04/1996,170,Atlanta United,66
W. Eskelinen,22,03/09/1996,191,Aarhus GF,66
A. Salétros,23,12/04/1996,182,AIK,66
G. Kitanov,24,06/03/1995,188,Astra Giurgiu,66
J. Jach,25,17/02/1994,192,Crystal Palace,66
A. Brunst,23,07/07/1995,195,1. FC Magdeburg,66
K. Hafez,23,12/03/1996,175,Kasimpaşa SK,66
M. Wieteska,22,11/02/1997,187,Legia Warszawa,66
M. Multhaup,22,15/12/1996,174,1. FC Heidenheim 1846,66
H. Çinemre,25,13/02/1994,183,Göztepe SK,66
Arturo Molina,23,16/08/1995,183,Levante UD,66
A. Murillo,23,04/01/1996,184,La Equidad,66
C. Hamilton,24,23/03/1995,185,Mansfield Town,66
Erik,24,02/02/1995,171,CD Aves,66
D. Dianessy,23,29/03/1996,182,Fortuna Sittard,66
Jang Yun Ho,22,25/08/1996,178,Incheon United FC,66
Lee Yeong Jae,24,13/09/1994,174,Gangwon FC,66
L. Gugganig,24,14/02/1995,191,VfL Osnabrück,66
A. Doffo,24,25/05/1995,179,CD O'Higgins,66
N. Kijewski,23,28/03/1996,176,Eintracht Braunschweig,66
M. Bähre,23,10/08/1995,179,Barnsley,66
A. Munksgaard,21,13/12/1997,181,Aarhus GF,66
S. Sarr,23,05/06/1996,196,Nîmes Olympique,66
B. Konaté,23,20/03/1996,183,Chamois Niortais Football Club,66
M. El Hankouri,22,01/07/1997,176,FC Groningen,66
A. Reca,24,17/06/1995,187,Atalanta,66
Jean Carlos,23,10/05/1996,185,Wisła Kraków,66
P. Sisniega,23,07/07/1995,192,Los Angeles FC,66
K. Mohammed,23,07/03/1996,181,Dynamo Kyiv,66
R. Peña,22,10/03/1997,184,Houston Dynamo,66
M. Bundu,22,28/02/1997,189,Aarhus GF,66
A. Chalá,23,09/05/1996,178,Deportivo Toluca,66
K. Matsubara,22,30/08/1996,182,Shimizu S-Pulse,66
O. Verdon,23,05/10/1995,190,Deportivo Alavés,66
L. Angulo,23,10/08/1995,171,Independiente Medellín,66
C. Boukholda,23,24/05/1996,179,Os Belenenses,66
Rodrigão,23,11/09/1995,191,Gil Vicente FC,66
E. Eze,22,26/09/1996,185,SK Sturm Graz,66
C. Bayala,23,24/05/1996,181,AC Ajaccio,66
Y. Nazaryna,21,10/07/1997,183,Royal Antwerp FC,66
M. Etuin,23,15/08/1995,175,FC Lorient,66
Neto Borges,22,13/09/1996,185,KRC Genk,66
A. Adam,24,01/01/1995,178,Al Nassr,66
B. White,23,03/02/1996,178,New York Red Bulls,66
F. Sakala,22,14/03/1997,178,KV Oostende,66
G. Whyte,23,31/01/1996,176,Cardiff City,66
S. Coulibaly,24,04/09/1994,193,Dijon FCO,66
D. Todorović,22,05/05/1997,174,Holstein Kiel,66
S. Lawson,24,08/08/1994,179,Livingston FC,66
Carlos Neva,23,12/06/1996,174,Granada CF,66
Cristian Cedrés,23,24/01/1996,172,UD Las Palmas,66
F. Pons,23,22/11/1995,187,Arsenal de Sarandí,66
T. Štrkalj,22,02/08/1996,184,CD Tondela,66
H. Bockhorn,24,31/01/1995,176,Huddersfield Town,66
M. Brizuela,22,05/01/1997,181,Vélez Sarsfield,66
S. Nicholson,22,16/03/1997,192,Sporting de Charleroi,66
M. Kennedy,24,01/11/1994,175,St. Johnstone FC,66
D. Wright,24,30/04/1995,175,St. Johnstone FC,66
B. Finne,24,13/02/1995,173,Vålerenga Fotball,66
K. Sadlier,24,14/09/1994,182,Doncaster Rovers,66
A. Maxsø,25,18/03/1994,190,KFC Uerdingen 05,66
S. Kaikai,23,26/08/1995,182,Blackpool,66
D. Seys,22,26/09/1996,165,RKC Waalwijk,66
E. Zejnullahu,24,19/10/1994,180,FC Carl Zeiss Jena,66
J. Allen,24,29/01/1995,180,Coventry City,66
M. Macey,24,09/09/1994,198,Arsenal,66
F. Dabo,23,11/10/1995,181,Coventry City,66
M. Uhre,24,30/09/1994,188,Brøndby IF,66
S. McQueen,24,06/02/1995,181,Southampton,66
G. Kastaneer,23,09/06/1996,185,Coventry City,66
P. Strand,24,24/08/1994,175,SK Brann,66
J. Prior,23,08/08/1995,187,Valenciennes FC,66
D. Mesenhöler,23,24/07/1995,188,Viktoria Köln,66
D. Van den Buijs,23,12/09/1995,188,Heracles Almelo,66
M. Laínez,23,09/05/1996,171,Club Tijuana,66
B. Straalman,22,22/08/1996,193,Sarpsborg 08 FF,66
J. Smeets,24,25/03/1995,170,Fortuna Sittard,66
D. Gnaase,22,14/12/1996,179,FC Würzburger Kickers,66
R. Zambrano,24,26/08/1994,170,Portland Timbers,66
R. González,24,10/03/1995,162,CD Huachipato,66
S. Stolze,24,29/01/1995,182, SSV Jahn Regensburg,66
J. Vásquez,24,12/02/1995,176,Alianza Petrolera,66
D. Sappa,24,09/02/1995,193,Arsenal de Sarandí,66
R. Ogawa,22,24/11/1996,182,FC Tokyo,66
Carlos Fortes,24,09/11/1994,188,Universitatea Craiova,66
A. Laïdouni,22,13/12/1996,184,FC Voluntari,66
M. Janković,23,09/07/1995,172,SPAL,66
Bruno Leite,24,26/03/1995,184,FK Haugesund,66
Juanjo Nieto,24,03/10/1994,175,Real Oviedo,66
Ha Chang Rae,24,16/10/1994,188,Pohang Steelers,66
M. Schröter,23,20/08/1995,183,FSV Zwickau,66
J. Schryvers,22,11/03/1997,181,Waasland-Beveren,66
L. Marseiler,22,18/02/1997,176,SpVgg Unterhaching,66
N. Mihajlović,23,19/01/1996,173,SC Heerenveen,66
S. Diarra,24,30/01/1995,173,Gazişehir Gaziantep F.K.,66
A. Succar,23,12/08/1995,180,CD Huachipato,66
Y. Roche,21,07/07/1997,182,Rodez Aveyron Football,66
João Lopes,23,16/01/1996,188,Santa Clara,66
I. Sankhon,23,01/01/1996,177,Sint-Truidense VV,66
E. Grezda,24,15/04/1995,182,Rangers FC,66
A. Chindriș,20,12/01/1999,191,FC Botoşani,66
Gabriel Souza,22,01/01/1997,193,Famalicão,66
Simón Moreno,21,02/07/1997,177,UD Almería,66
L. Nicholls,26,05/10/1992,191,Milton Keynes Dons,66
N. Lavanchy,25,25/08/1993,174,FC Lugano,66
C. Nelson,26,21/05/1993,183,Cardiff City,66
M. Ødegaard,26,11/05/1993,186,Sarpsborg 08 FF,66
M. Bueno,25,31/03/1994,182,HJK Helsinki,66
J. Naismith,25,25/06/1994,188,Peterborough United,66
D. Stojanović,25,19/07/1993,196,FC St. Gallen,66
Alex Gorrín,25,01/08/1993,184,Oxford United,66
T. Fountas,23,04/09/1995,170,SK Rapid Wien,66
D. Samuel,25,11/04/1994,182,Blackburn Rovers,66
Zhou Dingyang,25,18/01/1994,180,Henan Jianye FC,66
A. Guido,25,22/03/1994,179,Los Angeles FC,66
